timestamp,ip_address,user_id,event_type,severity,status_code,response_time,log_message,is_anomaly
2025-01-13 20:06:19.455731,192.168.1.50,user_003,SYSTEM_UPDATE,INFO,200,193.73,Success: SYSTEM_UPDATE completed normally. Response time: 193.73ms,0
2025-01-13 20:37:29.455731,192.168.1.7,user_017,API_CALL,ERROR,400,191.88,Client Error: API_CALL request failed with status 400. Response time: 191.88ms,0
2025-01-13 21:28:11.455731,192.168.1.44,user_006,LOGIN,ERROR,400,264.21,Client Error: LOGIN request failed with status 400. Response time: 264.21ms,0
2025-01-13 21:30:13.455731,192.168.1.2,user_012,FILE_ACCESS,INFO,200,263.42,Success: FILE_ACCESS completed normally. Response time: 263.42ms,0
2025-01-13 22:00:42.455731,192.168.1.1,user_017,LOGOUT,INFO,200,171.3,Success: LOGOUT completed normally. Response time: 171.30ms,0
2025-01-13 22:04:35.455731,192.168.1.35,user_013,LOGOUT,INFO,200,277.6,Success: LOGOUT completed normally. Response time: 277.60ms,0
2025-01-13 22:12:17.455731,192.168.1.47,user_009,FILE_ACCESS,INFO,201,258.63,Success: FILE_ACCESS completed normally. Response time: 258.63ms,0
2025-01-13 22:14:54.455731,192.168.1.49,user_003,FILE_ACCESS,INFO,200,183.69,Success: FILE_ACCESS completed normally. Response time: 183.69ms,0
2025-01-13 22:16:18.455731,192.168.1.7,user_004,LOGIN,CRITICAL,500,217.74,Server Error: LOGIN failed with status 500. Response time: 217.74ms,1
2025-01-13 22:20:44.455731,192.168.1.5,user_004,LOGOUT,INFO,201,152.68,Success: LOGOUT completed normally. Response time: 152.68ms,0
2025-01-13 22:24:25.455731,192.168.1.3,user_005,FILE_ACCESS,INFO,200,166.91,Success: FILE_ACCESS completed normally. Response time: 166.91ms,0
2025-01-13 22:40:13.455731,192.168.1.19,user_006,SYSTEM_UPDATE,INFO,200,224.03,Success: SYSTEM_UPDATE completed normally. Response time: 224.03ms,0
2025-01-13 22:50:37.455731,192.168.1.32,user_009,LOGIN,INFO,200,119.14,Success: LOGIN completed normally. Response time: 119.14ms,0
2025-01-13 22:57:22.455731,192.168.1.45,user_019,LOGIN,ERROR,400,206.13,Client Error: LOGIN request failed with status 400. Response time: 206.13ms,0
2025-01-13 23:01:42.455731,192.168.1.22,user_013,API_CALL,INFO,200,192.12,Success: API_CALL completed normally. Response time: 192.12ms,0
2025-01-13 23:55:06.455731,192.168.1.10,user_004,SYSTEM_UPDATE,CRITICAL,503,192.29,Server Error: SYSTEM_UPDATE failed with status 503. Response time: 192.29ms,1
2025-01-13 23:58:46.455731,192.168.1.39,user_001,API_CALL,INFO,200,276.23,Success: API_CALL completed normally. Response time: 276.23ms,0
2025-01-14 00:02:28.455731,192.168.1.21,user_004,LOGOUT,INFO,200,204.38,Success: LOGOUT completed normally. Response time: 204.38ms,0
2025-01-14 00:20:29.455731,192.168.1.18,user_019,SYSTEM_UPDATE,INFO,200,231.83,Success: SYSTEM_UPDATE completed normally. Response time: 231.83ms,0
2025-01-14 00:33:02.455731,192.168.1.42,user_003,FILE_ACCESS,ERROR,401,219.44,Client Error: FILE_ACCESS request failed with status 401. Response time: 219.44ms,0
2025-01-14 00:34:00.455731,192.168.1.27,user_003,SYSTEM_UPDATE,ERROR,401,231.94,Client Error: SYSTEM_UPDATE request failed with status 401. Response time: 231.94ms,0
2025-01-14 00:47:51.455731,192.168.1.47,user_011,SYSTEM_UPDATE,INFO,200,91.39,Success: SYSTEM_UPDATE completed normally. Response time: 91.39ms,0
2025-01-14 00:50:07.455731,192.168.1.11,user_001,LOGIN,ERROR,400,213.94,Client Error: LOGIN request failed with status 400. Response time: 213.94ms,0
2025-01-14 01:01:01.455731,192.168.1.37,user_020,FILE_ACCESS,INFO,200,280.22,Success: FILE_ACCESS completed normally. Response time: 280.22ms,0
2025-01-14 01:01:31.455731,192.168.1.29,user_016,LOGIN,INFO,200,96.95,Success: LOGIN completed normally. Response time: 96.95ms,0
2025-01-14 01:02:45.455731,192.168.1.19,user_012,API_CALL,INFO,200,249.17,Success: API_CALL completed normally. Response time: 249.17ms,0
2025-01-14 01:13:47.455731,192.168.1.11,user_011,FILE_ACCESS,INFO,200,155.65,Success: FILE_ACCESS completed normally. Response time: 155.65ms,0
2025-01-14 01:26:48.455731,192.168.1.28,user_003,SYSTEM_UPDATE,INFO,200,159.64,Success: SYSTEM_UPDATE completed normally. Response time: 159.64ms,0
2025-01-14 01:31:30.455731,192.168.1.10,user_011,DATABASE_QUERY,INFO,200,109.18,Success: DATABASE_QUERY completed normally. Response time: 109.18ms,0
2025-01-14 01:32:37.455731,192.168.1.9,user_009,FILE_ACCESS,INFO,200,197.24,Success: FILE_ACCESS completed normally. Response time: 197.24ms,0
2025-01-14 01:37:27.455731,192.168.1.28,user_006,LOGOUT,INFO,200,184.74,Success: LOGOUT completed normally. Response time: 184.74ms,0
2025-01-14 01:41:32.455731,192.168.1.11,user_012,LOGOUT,CRITICAL,500,223.41,Server Error: LOGOUT failed with status 500. Response time: 223.41ms,1
2025-01-14 01:47:33.455731,192.168.1.42,user_010,LOGIN,INFO,200,326.94,Success: LOGIN completed normally. Response time: 326.94ms,0
2025-01-14 02:18:47.455731,192.168.1.32,user_006,DATABASE_QUERY,INFO,201,225.04,Success: DATABASE_QUERY completed normally. Response time: 225.04ms,0
2025-01-14 02:21:17.455731,192.168.1.29,user_007,FILE_ACCESS,ERROR,403,202.45,Client Error: FILE_ACCESS request failed with status 403. Response time: 202.45ms,0
2025-01-14 02:25:20.455731,192.168.1.1,user_010,DATABASE_QUERY,INFO,201,221.77,Success: DATABASE_QUERY completed normally. Response time: 221.77ms,0
2025-01-14 02:28:50.455731,192.168.1.6,user_007,SYSTEM_UPDATE,ERROR,404,217.74,Client Error: SYSTEM_UPDATE request failed with status 404. Response time: 217.74ms,0
2025-01-14 02:48:40.455731,192.168.1.41,user_012,DATABASE_QUERY,INFO,200,232.0,Success: DATABASE_QUERY completed normally. Response time: 232.00ms,0
2025-01-14 02:53:21.455731,192.168.1.6,user_010,DATABASE_QUERY,ERROR,404,137.89,Client Error: DATABASE_QUERY request failed with status 404. Response time: 137.89ms,0
2025-01-14 02:55:16.455731,192.168.1.40,user_005,LOGIN,ERROR,403,214.31,Client Error: LOGIN request failed with status 403. Response time: 214.31ms,0
2025-01-14 03:00:44.455731,192.168.1.6,user_004,SYSTEM_UPDATE,INFO,200,160.58,Success: SYSTEM_UPDATE completed normally. Response time: 160.58ms,0
2025-01-14 03:02:17.455731,192.168.1.48,user_004,LOGIN,ERROR,404,172.81,Client Error: LOGIN request failed with status 404. Response time: 172.81ms,0
2025-01-14 03:14:25.455731,192.168.1.21,user_014,SYSTEM_UPDATE,ERROR,401,160.01,Client Error: SYSTEM_UPDATE request failed with status 401. Response time: 160.01ms,0
2025-01-14 03:15:32.455731,192.168.1.44,user_019,LOGOUT,INFO,201,160.56,Success: LOGOUT completed normally. Response time: 160.56ms,0
2025-01-14 03:20:08.455731,192.168.1.4,user_017,FILE_ACCESS,ERROR,400,161.21,Client Error: FILE_ACCESS request failed with status 400. Response time: 161.21ms,0
2025-01-14 03:22:08.455731,192.168.1.43,user_011,SYSTEM_UPDATE,INFO,200,145.57,Success: SYSTEM_UPDATE completed normally. Response time: 145.57ms,0
2025-01-14 03:22:50.455731,192.168.1.4,user_014,DATABASE_QUERY,INFO,200,207.55,Success: DATABASE_QUERY completed normally. Response time: 207.55ms,0
2025-01-14 03:31:55.455731,192.168.1.30,user_019,FILE_ACCESS,INFO,200,173.77,Success: FILE_ACCESS completed normally. Response time: 173.77ms,0
2025-01-14 03:36:31.455731,192.168.1.25,user_001,LOGIN,INFO,200,217.22,Success: LOGIN completed normally. Response time: 217.22ms,0
2025-01-14 03:37:38.455731,192.168.1.14,user_013,API_CALL,ERROR,404,212.12,Client Error: API_CALL request failed with status 404. Response time: 212.12ms,0
2025-01-14 03:44:00.455731,192.168.1.21,user_004,SYSTEM_UPDATE,INFO,200,180.96,Success: SYSTEM_UPDATE completed normally. Response time: 180.96ms,0
2025-01-14 04:01:20.455731,192.168.1.5,user_020,LOGOUT,INFO,201,175.74,Success: LOGOUT completed normally. Response time: 175.74ms,0
2025-01-14 04:05:44.455731,192.168.1.35,user_006,FILE_ACCESS,INFO,200,84.95,Success: FILE_ACCESS completed normally. Response time: 84.95ms,0
2025-01-14 04:07:37.455731,192.168.1.1,user_017,API_CALL,ERROR,400,257.49,Client Error: API_CALL request failed with status 400. Response time: 257.49ms,0
2025-01-14 04:28:22.455731,192.168.1.4,user_020,SYSTEM_UPDATE,INFO,200,167.85,Success: SYSTEM_UPDATE completed normally. Response time: 167.85ms,0
2025-01-14 04:31:02.455731,192.168.1.14,user_010,FILE_ACCESS,INFO,201,191.84,Success: FILE_ACCESS completed normally. Response time: 191.84ms,0
2025-01-14 04:31:43.455731,192.168.1.40,user_014,LOGOUT,INFO,200,158.51,Success: LOGOUT completed normally. Response time: 158.51ms,0
2025-01-14 04:40:30.455731,192.168.1.47,user_007,DATABASE_QUERY,INFO,200,316.76,Success: DATABASE_QUERY completed normally. Response time: 316.76ms,0
2025-01-14 04:53:15.455731,192.168.1.30,user_004,LOGIN,CRITICAL,500,281.3,Server Error: LOGIN failed with status 500. Response time: 281.30ms,1
2025-01-14 05:01:07.455731,192.168.1.35,user_013,FILE_ACCESS,INFO,200,143.7,Success: FILE_ACCESS completed normally. Response time: 143.70ms,0
2025-01-14 05:16:10.455731,192.168.1.33,user_019,FILE_ACCESS,INFO,200,233.99,Success: FILE_ACCESS completed normally. Response time: 233.99ms,0
2025-01-14 05:24:56.455731,192.168.1.29,user_001,FILE_ACCESS,INFO,200,216.45,Success: FILE_ACCESS completed normally. Response time: 216.45ms,0
2025-01-14 05:33:46.455731,192.168.1.14,user_001,API_CALL,INFO,200,212.21,Success: API_CALL completed normally. Response time: 212.21ms,0
2025-01-14 05:47:05.455731,192.168.1.38,user_010,DATABASE_QUERY,INFO,200,212.9,Success: DATABASE_QUERY completed normally. Response time: 212.90ms,0
2025-01-14 05:54:08.455731,192.168.1.20,user_020,LOGIN,INFO,200,238.79,Success: LOGIN completed normally. Response time: 238.79ms,0
2025-01-14 06:15:06.455731,192.168.1.4,user_013,LOGIN,INFO,200,151.68,Success: LOGIN completed normally. Response time: 151.68ms,0
2025-01-14 06:25:16.455731,192.168.1.39,user_020,LOGOUT,INFO,200,211.9,Success: LOGOUT completed normally. Response time: 211.90ms,0
2025-01-14 06:29:17.455731,192.168.1.1,user_020,FILE_ACCESS,ERROR,401,190.01,Client Error: FILE_ACCESS request failed with status 401. Response time: 190.01ms,0
2025-01-14 06:37:36.455731,192.168.1.2,user_017,LOGIN,INFO,200,196.35,Success: LOGIN completed normally. Response time: 196.35ms,0
2025-01-14 06:39:33.455731,192.168.1.47,user_005,LOGIN,ERROR,401,229.33,Client Error: LOGIN request failed with status 401. Response time: 229.33ms,0
2025-01-14 06:43:58.455731,192.168.1.50,user_020,LOGOUT,INFO,200,156.86,Success: LOGOUT completed normally. Response time: 156.86ms,0
2025-01-14 06:50:28.455731,192.168.1.10,user_003,SYSTEM_UPDATE,INFO,200,157.4,Success: SYSTEM_UPDATE completed normally. Response time: 157.40ms,0
2025-01-14 06:50:42.455731,192.168.1.27,user_004,LOGOUT,INFO,200,237.39,Success: LOGOUT completed normally. Response time: 237.39ms,0
2025-01-14 06:57:35.455731,192.168.1.37,user_010,SYSTEM_UPDATE,INFO,200,146.55,Success: SYSTEM_UPDATE completed normally. Response time: 146.55ms,0
2025-01-14 06:57:53.455731,192.168.1.28,user_006,LOGOUT,INFO,200,200.61,Success: LOGOUT completed normally. Response time: 200.61ms,0
2025-01-14 07:08:19.455731,192.168.1.28,user_001,FILE_ACCESS,INFO,200,215.07,Success: FILE_ACCESS completed normally. Response time: 215.07ms,0
2025-01-14 07:15:52.455731,192.168.1.21,user_015,DATABASE_QUERY,INFO,200,162.34,Success: DATABASE_QUERY completed normally. Response time: 162.34ms,0
2025-01-14 07:27:07.455731,192.168.1.13,user_009,LOGOUT,INFO,200,124.05,Success: LOGOUT completed normally. Response time: 124.05ms,0
2025-01-14 07:30:20.455731,192.168.1.9,user_006,DATABASE_QUERY,ERROR,401,215.14,Client Error: DATABASE_QUERY request failed with status 401. Response time: 215.14ms,0
2025-01-14 07:33:20.455731,192.168.1.40,user_013,DATABASE_QUERY,INFO,200,121.0,Success: DATABASE_QUERY completed normally. Response time: 121.00ms,0
2025-01-14 07:33:33.455731,192.168.1.30,user_016,FILE_ACCESS,INFO,200,177.99,Success: FILE_ACCESS completed normally. Response time: 177.99ms,0
2025-01-14 07:37:18.455731,192.168.1.39,user_016,API_CALL,INFO,200,185.02,Success: API_CALL completed normally. Response time: 185.02ms,0
2025-01-14 07:58:20.455731,192.168.1.49,user_020,LOGOUT,INFO,200,164.22,Success: LOGOUT completed normally. Response time: 164.22ms,0
2025-01-14 08:14:01.455731,192.168.1.37,user_001,FILE_ACCESS,INFO,200,203.62,Success: FILE_ACCESS completed normally. Response time: 203.62ms,0
2025-01-14 08:22:44.455731,192.168.1.29,user_008,LOGOUT,INFO,200,176.23,Success: LOGOUT completed normally. Response time: 176.23ms,0
2025-01-14 08:27:08.455731,192.168.1.19,user_007,LOGIN,INFO,200,164.13,Success: LOGIN completed normally. Response time: 164.13ms,0
2025-01-14 08:40:32.455731,192.168.1.31,user_002,API_CALL,INFO,200,149.52,Success: API_CALL completed normally. Response time: 149.52ms,0
2025-01-14 08:41:07.455731,192.168.1.2,user_019,API_CALL,INFO,200,242.67,Success: API_CALL completed normally. Response time: 242.67ms,0
2025-01-14 09:01:58.455731,192.168.1.37,user_011,FILE_ACCESS,INFO,200,240.48,Success: FILE_ACCESS completed normally. Response time: 240.48ms,0
2025-01-14 09:03:56.455731,192.168.1.50,user_009,FILE_ACCESS,INFO,200,270.94,Success: FILE_ACCESS completed normally. Response time: 270.94ms,0
2025-01-14 09:44:49.455731,192.168.1.43,user_019,FILE_ACCESS,INFO,200,245.58,Success: FILE_ACCESS completed normally. Response time: 245.58ms,0
2025-01-14 09:49:18.455731,192.168.1.41,user_001,LOGIN,ERROR,400,134.24,Client Error: LOGIN request failed with status 400. Response time: 134.24ms,0
2025-01-14 10:04:10.455731,192.168.1.8,user_010,FILE_ACCESS,INFO,200,203.16,Success: FILE_ACCESS completed normally. Response time: 203.16ms,0
2025-01-14 10:06:18.455731,192.168.1.12,user_008,LOGIN,INFO,200,214.97,Success: LOGIN completed normally. Response time: 214.97ms,0
2025-01-14 10:10:47.455731,192.168.1.5,user_017,SYSTEM_UPDATE,INFO,201,209.42,Success: SYSTEM_UPDATE completed normally. Response time: 209.42ms,0
2025-01-14 10:10:53.455731,192.168.1.34,user_014,DATABASE_QUERY,INFO,200,143.33,Success: DATABASE_QUERY completed normally. Response time: 143.33ms,0
2025-01-14 10:12:13.455731,192.168.1.17,user_009,API_CALL,INFO,200,276.53,Success: API_CALL completed normally. Response time: 276.53ms,0
2025-01-14 10:15:23.455731,192.168.1.39,user_018,API_CALL,INFO,201,262.1,Success: API_CALL completed normally. Response time: 262.10ms,0
2025-01-14 10:30:48.455731,192.168.1.14,user_001,LOGIN,INFO,200,203.88,Success: LOGIN completed normally. Response time: 203.88ms,0
2025-01-14 10:31:42.455731,192.168.1.5,user_017,LOGIN,INFO,201,142.94,Success: LOGIN completed normally. Response time: 142.94ms,0
2025-01-14 10:51:11.455731,192.168.1.17,user_014,LOGOUT,INFO,200,230.09,Success: LOGOUT completed normally. Response time: 230.09ms,0
2025-01-14 10:59:51.455731,192.168.1.11,user_011,API_CALL,INFO,200,165.7,Success: API_CALL completed normally. Response time: 165.70ms,0
2025-01-14 11:00:18.455731,192.168.1.46,user_017,SYSTEM_UPDATE,ERROR,400,213.95,Client Error: SYSTEM_UPDATE request failed with status 400. Response time: 213.95ms,0
2025-01-14 11:03:17.455731,192.168.1.7,user_019,FILE_ACCESS,INFO,200,211.39,Success: FILE_ACCESS completed normally. Response time: 211.39ms,0
2025-01-14 11:07:36.455731,192.168.1.39,user_013,DATABASE_QUERY,INFO,200,212.92,Success: DATABASE_QUERY completed normally. Response time: 212.92ms,0
2025-01-14 11:07:47.455731,192.168.1.27,user_006,FILE_ACCESS,INFO,200,148.55,Success: FILE_ACCESS completed normally. Response time: 148.55ms,0
2025-01-14 11:08:43.455731,192.168.1.41,user_005,DATABASE_QUERY,INFO,200,136.79,Success: DATABASE_QUERY completed normally. Response time: 136.79ms,0
2025-01-14 11:22:03.455731,192.168.1.50,user_009,SYSTEM_UPDATE,ERROR,400,292.35,Client Error: SYSTEM_UPDATE request failed with status 400. Response time: 292.35ms,0
2025-01-14 11:26:09.455731,192.168.1.37,user_010,LOGOUT,INFO,200,225.35,Success: LOGOUT completed normally. Response time: 225.35ms,0
2025-01-14 11:29:38.455731,192.168.1.5,user_011,DATABASE_QUERY,INFO,200,256.7,Success: DATABASE_QUERY completed normally. Response time: 256.70ms,0
2025-01-14 12:20:36.455731,192.168.1.47,user_009,FILE_ACCESS,INFO,200,223.09,Success: FILE_ACCESS completed normally. Response time: 223.09ms,0
2025-01-14 12:26:01.455731,192.168.1.39,user_014,API_CALL,ERROR,400,186.11,Client Error: API_CALL request failed with status 400. Response time: 186.11ms,0
2025-01-14 12:44:34.455731,192.168.1.39,user_015,API_CALL,INFO,200,150.03,Success: API_CALL completed normally. Response time: 150.03ms,0
2025-01-14 12:56:35.455731,192.168.1.17,user_007,API_CALL,ERROR,400,232.57,Client Error: API_CALL request failed with status 400. Response time: 232.57ms,0
2025-01-14 12:59:20.455731,192.168.1.2,user_001,SYSTEM_UPDATE,INFO,200,190.29,Success: SYSTEM_UPDATE completed normally. Response time: 190.29ms,0
2025-01-14 13:04:42.455731,192.168.1.22,user_004,FILE_ACCESS,INFO,200,297.07,Success: FILE_ACCESS completed normally. Response time: 297.07ms,0
2025-01-14 13:07:17.455731,192.168.1.18,user_012,SYSTEM_UPDATE,INFO,200,343.64,Success: SYSTEM_UPDATE completed normally. Response time: 343.64ms,0
2025-01-14 13:07:45.455731,192.168.1.41,user_012,LOGIN,INFO,200,233.25,Success: LOGIN completed normally. Response time: 233.25ms,0
2025-01-14 13:11:48.455731,192.168.1.23,user_002,SYSTEM_UPDATE,INFO,201,209.42,Success: SYSTEM_UPDATE completed normally. Response time: 209.42ms,0
2025-01-14 13:12:54.455731,192.168.1.38,user_015,FILE_ACCESS,INFO,200,137.74,Success: FILE_ACCESS completed normally. Response time: 137.74ms,0
2025-01-14 13:16:09.455731,192.168.1.18,user_012,LOGOUT,INFO,200,214.29,Success: LOGOUT completed normally. Response time: 214.29ms,0
2025-01-14 13:16:40.455731,192.168.1.40,user_013,DATABASE_QUERY,ERROR,401,203.33,Client Error: DATABASE_QUERY request failed with status 401. Response time: 203.33ms,0
2025-01-14 13:19:04.455731,192.168.1.39,user_018,LOGOUT,INFO,200,236.42,Success: LOGOUT completed normally. Response time: 236.42ms,0
2025-01-14 13:56:18.455731,192.168.1.17,user_012,LOGOUT,INFO,200,154.09,Success: LOGOUT completed normally. Response time: 154.09ms,0
2025-01-14 14:18:37.455731,192.168.1.25,user_011,LOGOUT,INFO,201,194.9,Success: LOGOUT completed normally. Response time: 194.90ms,0
2025-01-14 14:32:38.455731,192.168.1.50,user_010,SYSTEM_UPDATE,INFO,200,251.73,Success: SYSTEM_UPDATE completed normally. Response time: 251.73ms,0
2025-01-14 14:34:11.455731,192.168.1.4,user_019,SYSTEM_UPDATE,INFO,200,272.75,Success: SYSTEM_UPDATE completed normally. Response time: 272.75ms,0
2025-01-14 14:47:50.455731,192.168.1.42,user_020,LOGIN,INFO,200,218.79,Success: LOGIN completed normally. Response time: 218.79ms,0
2025-01-14 14:49:39.455731,192.168.1.46,user_014,DATABASE_QUERY,INFO,200,238.58,Success: DATABASE_QUERY completed normally. Response time: 238.58ms,0
2025-01-14 15:10:41.455731,192.168.1.44,user_014,LOGOUT,INFO,200,212.27,Success: LOGOUT completed normally. Response time: 212.27ms,0
2025-01-14 15:13:07.455731,192.168.1.37,user_014,LOGOUT,ERROR,401,262.01,Client Error: LOGOUT request failed with status 401. Response time: 262.01ms,0
2025-01-14 15:22:29.455731,192.168.1.25,user_001,LOGIN,CRITICAL,500,113.76,Server Error: LOGIN failed with status 500. Response time: 113.76ms,1
2025-01-14 15:24:39.455731,192.168.1.36,user_016,LOGIN,INFO,200,228.64,Success: LOGIN completed normally. Response time: 228.64ms,0
